filename,command,start,end
53_speech_true_Licht_aus_Alarm_aus,Alarm aus,12.8545,14.179969999999999
54_speech_true_Ofen_aus,Ofen aus,14.3838,15.559520000000001
65_speech_false_Fernseher_aus,Fernseher aus,8.22847,10.17929
68_speech_true_Heizung_an,Heizung an,17.9235,19.29839
72_speech_true_Ofen_an,Ofen an,22.5617,24.387649999999997
74_speech_true_Staubsauger_aus_Ofen_aus,Staubsauger aus,10.2999,12.72487
74_speech_true_Staubsauger_aus_Ofen_aus,Ofen aus,17.9748,19.19979
85_speech_false_Fernseher_an,Fernseher an,9.41005,10.71144
88_speech_true_Lüftung_an,Lüftung an,8.62382,10.2486
89_speech_true_Heizung_aus,Heizung aus,10.1542,11.40471
90_speech_true_Staubsauger_aus,Staubsauger aus,3.67532,5.47548
93_speech_false_Alarm_aus,Alarm aus,1.27548,2.77604
96_speech_false_Licht_an_Heizung_an,Licht an,13.6587,14.93451
96_speech_false_Licht_an_Heizung_an,Heizung an,17.8364,19.26231
97_speech_false_Lüftung_aus_Fernseher_an,Lüftung aus,2.34988,3.67481
97_speech_false_Lüftung_aus_Fernseher_an,Fernseher an,11.6994,12.89934
98_speech_true_Alarm_aus_Lüftung_aus_Heizung_aus,Alarm aus,11.4553,12.88096
98_speech_true_Alarm_aus_Lüftung_aus_Heizung_aus,Lüftung aus,14.1815,15.43208
98_speech_true_Alarm_aus_Lüftung_aus_Heizung_aus,Heizung aus,19.7591,21.18476
99_speech_false_Heizung_an_Staubsauger_an_Lüftung_aus,Heizung an,5.17449,7.22429
99_speech_false_Heizung_an_Staubsauger_an_Lüftung_aus,Staubsauger an,13.4737,15.34851
99_speech_false_Heizung_an_Staubsauger_an_Lüftung_aus,Lüftung aus,22.9977,24.947509999999998
102_speech_true_Licht_aus_Alarm_an,Licht aus,14.625,15.7
102_speech_true_Licht_aus_Alarm_an,Alarm an,16.35,17.75
104_speech_false_Heizung_an_Staubsauger_an,Heizung an,3.40212,4.55284
104_speech_false_Heizung_an_Staubsauger_an,Staubsauger an,16.4102,18.16129
105_speech_true_Heizung_an,Heizung an,6.7367,7.91374
107_speech_true_Lüftung_an,Lüftung an,12.0073,13.25806
108_speech_true_Licht_aus,Licht aus,4.08209,5.3342600000000004
120_speech_true_Licht_an,Licht an,13.934,15.13477
121_speech_true_Heizung_an,Heizung an,9.57735,10.82766
123_speech_true_Fernseher_an,Fernseher an,16.4592,17.96004
124_speech_true_Lüftung_aus,Lüftung aus,7.75117,9.451419999999999
126_speech_true_Staubsauger_an_Radio_aus,Staubsauger an,9.8024,11.627849999999999
126_speech_true_Staubsauger_an_Radio_aus,Radio aus,16.329,17.754350000000002
128_speech_true_Alarm_an,Alarm an,14.445,15.719560000000001
129_speech_false_Heizung_aus_Licht_aus,Heizung aus,18.1185,19.318070000000002
129_speech_false_Heizung_aus_Licht_aus,Licht aus,20.3427,21.867150000000002
130_speech_true_Licht_aus,Licht aus,11.9474,13.24712
132_speech_true_Fernseher_an,Fernseher an,11.3742,12.374126
133_speech_true_Heizung_an,Heizung an,9.44782,10.74752
134_speech_false_Lüftung_aus,Lüftung aus,15.0725,17.04717
135_speech_true_Ofen_an_Radio_an,Ofen an,12.336,13.311873
135_speech_true_Ofen_an_Radio_an,Radio an,14.3128,15.5389
140_speech_true_Fernseher_an,Fernseher an,9.33092,10.756820000000001
141_speech_true_Radio_an,Radio an,15.1252,16.325219999999998
143_speech_false_Alarm_aus,Alarm aus,13.1104,14.061152
146_speech_false_Ofen_an,Ofen an,9.62608,10.62619
148_speech_false_Lüftung_an,Lüftung an,6.10444,7.3803600000000005
150_speech_false_Lüftung_aus_Heizung_aus,Lüftung aus,10.1026,11.60299
150_speech_false_Lüftung_aus_Heizung_aus,Heizung aus,12.2281,13.4034
151_speech_true_Heizung_aus_Licht_aus,Heizung aus,7.20093,8.5261
151_speech_true_Heizung_aus_Licht_aus,Licht aus,8.87614,9.951279999999999
152_speech_true_Licht_an,Licht an,11.3233,12.223164
153_speech_false_Radio_an,Radio an,10.3641,11.69091
155_speech_false_Alarm_an_Ofen_an,Alarm an,9.56318,10.7398
155_speech_false_Alarm_an_Ofen_an,Ofen an,11.1153,12.26689
156_speech_true_Staubsauger_an_Fernseher_aus,Staubsauger an,19.7816,21.25704
156_speech_true_Staubsauger_an_Fernseher_aus,Fernseher aus,21.2571,22.48248
157_speech_true_Fernseher_aus,Fernseher aus,19.2357,20.58644
163_speech_true_Fernseher_aus_Licht_aus,Fernseher aus,10.7205,12.19488
163_speech_true_Fernseher_aus_Licht_aus,Licht aus,13.1694,14.743739999999999
164_speech_true_Heizung_aus,Heizung aus,7.78086,8.80663
165_speech_false_Lüftung_aus,Lüftung aus,10.8788,12.55438
166_speech_true_Ofen_an_Radio_an,Ofen an,9.55622,10.73199
166_speech_true_Ofen_an_Radio_an,Radio an,11.9328,13.03352
167_speech_false_Alarm_an,Alarm an,8.12316,9.97274
168_speech_true_Staubsauger_an,Staubsauger an,11.0884,12.49009
169_speech_false_Ofen_an_Radio_an,Ofen an,18.5698,19.919420000000002
169_speech_false_Ofen_an_Radio_an,Radio an,20.8192,22.2438
173_speech_false_Heizung_an,Heizung an,14.4072,15.232650999999999
174_speech_true_Licht_aus,Licht aus,12.9507,13.675739
180_speech_true_Alarm_an_Staubsauger_an_Radio_an,Alarm an,11.4228,12.4726
180_speech_true_Alarm_an_Staubsauger_an_Radio_an,Staubsauger an,13.6224,14.897160000000001
180_speech_true_Alarm_an_Staubsauger_an_Radio_an,Radio an,15.897,16.771833
182_speech_false_Heizung_an_Licht_aus,Heizung an,11.3325,12.95855
182_speech_false_Heizung_an_Licht_aus,Licht aus,15.8855,17.4115
183_speech_false_Fernseher_aus_Lüftung_aus,Fernseher aus,10.1479,11.84755
183_speech_false_Fernseher_aus_Lüftung_aus,Lüftung aus,16.7965,18.146220000000003
184_speech_true_Licht_an_Licht_aus,Licht an,8.50305,9.50341
184_speech_true_Licht_an_Licht_aus,Licht aus,17.4563,18.631719999999998
185_speech_true_Ofen_aus_Alarm_an_Ofen_aus,Ofen aus,6.75227,8.22777
185_speech_true_Ofen_aus_Alarm_an_Ofen_aus,Alarm an,11.7289,13.0794
185_speech_true_Ofen_aus_Alarm_an_Ofen_aus,Ofen aus,16.2305,17.40589
186_speech_false_Radio_an,Radio an,12.7819,14.00756
194_speech_false_Staubsauger_an,Staubsauger an,15.6571,17.48293
195_speech_true_Alarm_aus,Alarm aus,13.4528,14.62804
197_speech_false_Ofen_an_Fernseher_aus,Ofen an,20.3456,21.89526
197_speech_false_Ofen_an_Fernseher_aus,Fernseher aus,22.87,24.294690000000003
199_speech_true_Radio_aus,Radio aus,13.9071,14.98265
200_speech_false_Licht_aus_Alarm_an,Licht aus,4.68119,5.507283
200_speech_false_Licht_aus_Alarm_an,Alarm an,7.96053,9.13709
201_speech_false_Radio_an,Radio an,5.15424,7.18091
202_speech_true_Ofen_aus_Staubsauger_an,Ofen aus,5.30804,6.309559
202_speech_true_Ofen_aus_Staubsauger_an,Staubsauger an,7.01062,8.663120000000001
204_speech_false_Lüftung_an,Lüftung an,3.3241,5.47351
206_speech_true_Licht_an_Heizung_an,Licht an,0.950442,2.125992
206_speech_true_Licht_an_Heizung_an,Heizung an,7.45347,9.17927
213_speech_false_Fernseher_an,Fernseher an,10.2046,11.83033
215_speech_false_Heizung_aus_Licht_aus,Heizung aus,3.52912,4.78058
215_speech_false_Heizung_aus_Licht_aus,Licht aus,11.4634,12.76492
216_speech_true_Fernseher_an_Licht_aus,Fernseher an,5.30182,6.602270000000001
216_speech_true_Fernseher_an_Licht_aus,Licht aus,12.0791,13.35454
217_speech_true_Lüftung_an,Lüftung an,6.75588,8.00697
218_speech_false_Fernseher_an,Fernseher an,8.1228,9.77235
220_speech_false_Heizung_aus_Licht_aus,Heizung aus,10.1731,11.69781
220_speech_false_Heizung_aus_Licht_aus,Licht aus,13.0225,14.34726
221_speech_true_Heizung_aus_Lüftung_an,Heizung aus,6.60994,7.96197
221_speech_true_Heizung_aus_Lüftung_an,Lüftung an,8.43769,9.56438
222_speech_true_Fernseher_aus,Fernseher aus,10.3886,11.51507
223_speech_false_Ofen_an,Ofen an,8.14919,9.474060000000001
226_speech_true_Alarm_an_Radio_aus,Alarm an,7.32707,8.90251
226_speech_true_Alarm_an_Radio_aus,Radio aus,9.90279,11.178149999999999
230_speech_false_Licht_aus_Heizung_aus,Licht aus,12.2258,13.47589
230_speech_false_Licht_aus_Heizung_aus,Heizung aus,15.5011,17.0012
231_speech_true_Fernseher_an_Lüftung_an,Fernseher an,6.44929,8.34908
231_speech_true_Fernseher_an_Lüftung_an,Lüftung an,14.9483,16.798099999999998
232_speech_true_Heizung_aus,Heizung aus,7.0091,9.31209
234_speech_false_Alarm_aus_Licht_an,Alarm aus,11.6712,12.77087
234_speech_false_Alarm_aus_Licht_an,Licht an,19.0688,20.24342
235_speech_true_Staubsauger_an,Staubsauger an,6.27266,7.54718
236_speech_false_Ofen_an,Ofen an,8.656,10.05697
238_speech_false_Heizung_an,Heizung an,2.79912,4.37362
240_speech_true_Licht_an_Radio_aus_Staubsauger_aus,Licht an,6.32339,7.348129999999999
240_speech_true_Licht_an_Radio_aus_Staubsauger_aus,Radio aus,10.9972,12.49682
240_speech_true_Licht_an_Radio_aus_Staubsauger_aus,Staubsauger aus,13.3466,15.02117
275_speech_false_Heizung_an,Heizung an,7.72319,8.99789
277_speech_false_Licht_aus_Lüftung_an,Licht aus,4.32819,5.67919
277_speech_false_Licht_aus_Lüftung_an,Lüftung an,8.78148,10.00738
279_speech_false_Alarm_aus,Alarm aus,8.8128,9.739144999999999
280_speech_true_Radio_an,Radio an,0.775073,2.125203
286_speech_false_Lüftung_an,Lüftung an,6.5288,7.80454
287_speech_false_Fernseher_an_Heizung_aus_Licht_an_Lüftung_aus,Fernseher an,1.97425,3.4237
287_speech_false_Fernseher_an_Heizung_aus_Licht_an_Lüftung_aus,Heizung aus,3.74858,5.24801
287_speech_false_Fernseher_an_Heizung_aus_Licht_an_Lüftung_aus,Licht an,5.79781,7.27225
287_speech_false_Fernseher_an_Heizung_aus_Licht_an_Lüftung_aus,Lüftung aus,7.72208,9.57138
289_speech_false_Ofen_an_Alarm_aus_Radio_an_Staubsauger_aus,Ofen an,0.900534,2.7015979999999997
289_speech_false_Ofen_an_Alarm_aus_Radio_an_Staubsauger_aus,Alarm aus,3.50208,5.2531099999999995
289_speech_false_Ofen_an_Alarm_aus_Radio_an_Staubsauger_aus,Radio an,6.17866,7.97973
289_speech_false_Ofen_an_Alarm_aus_Radio_an_Staubsauger_aus,Staubsauger aus,8.75519,10.606290000000001
293_speech_false_Fernseher_an,Fernseher an,9.30625,10.88231
295_speech_false_Licht_aus_Lüftung_an,Licht aus,8.07186,9.44633
295_speech_false_Licht_aus_Lüftung_an,Lüftung an,12.92,14.41942
296_speech_true_Licht_an_Heizung_aus,Licht an,9.2719,11.221250000000001
296_speech_true_Licht_an_Heizung_aus,Heizung aus,15.2199,17.04429
297_speech_true_Fernseher_aus,Fernseher aus,4.54837,6.04783
298_speech_true_Alarm_aus,Alarm aus,7.64676,9.14612
301_speech_true_Staubsauger_aus_Radio_an,Staubsauger aus,12.3514,13.62655
301_speech_true_Staubsauger_aus_Radio_an,Radio an,16.2019,17.27703
302_speech_true_Radio_an,Radio an,14.9587,16.3345
303_speech_false_Ofen_aus,Ofen aus,8.52231,9.89688
304_speech_false_Fernseher_aus_Licht_aus,Fernseher aus,2.09983,3.7996999999999996
304_speech_false_Fernseher_aus_Licht_aus,Licht aus,5.44957,7.0994399999999995
306_speech_false_Staubsauger_an_Alarm_an,Staubsauger an,9.34968,11.174619999999999
306_speech_false_Staubsauger_an_Alarm_an,Alarm an,20.4743,22.24924
307_speech_false_Radio_aus,Radio aus,12.2541,13.50452
308_speech_true_Heizung_an,Heizung an,10.9605,12.48696
310_speech_true_Radio_an,Radio an,8.45663,9.95781
313_speech_false_Fernseher_an,Fernseher an,5.84983,7.17479
315_speech_false_Heizung_an,Heizung an,4.53907,5.79296
318_speech_false_Ofen_aus,Ofen aus,5.70939,6.585831
321_speech_true_Ofen_an,Ofen an,8.13301,8.983854
322_speech_true_Licht_aus_Alarm_an,Licht aus,8.45901,9.61024
322_speech_true_Licht_aus_Alarm_an,Alarm an,9.96061,10.861569000000001
334_speech_false_Ofen_an,Ofen an,19.3363,21.51257
335_speech_true_Radio_aus,Radio aus,14.9016,16.62679
337_speech_false_Staubsauger_aus,Staubsauger aus,11.6219,14.39615
339_speech_false_Heizung_an,Heizung an,8.04931,8.824243000000001
340_speech_false_Ofen_an_Licht_aus,Ofen an,8.89678,10.19631
340_speech_false_Ofen_an_Licht_aus,Licht aus,11.121,12.39554
341_speech_true_Lüftung_aus,Lüftung aus,15.7549,16.98028
342_speech_false_Fernseher_aus,Fernseher aus,16.0518,17.20193
347_speech_false_Radio_aus_Alarm_an,Radio aus,9.97405,11.023940000000001
347_speech_false_Radio_aus_Alarm_an,Alarm an,18.5482,19.69809
348_speech_false_Alarm_aus,Alarm aus,11.0234,12.298210000000001
350_speech_false_Ofen_an,Ofen an,7.41311,8.81558
351_speech_true_Radio_aus,Radio aus,11.3791,12.60454
352_speech_false_Staubsauger_aus,Staubsauger aus,8.3116,10.18922
358_speech_false_Ofen_an,Ofen an,8.75432,10.35511
360_speech_false_Radio_aus_Licht_aus,Radio aus,15.0332,16.18383
360_speech_false_Radio_aus_Licht_aus,Licht aus,18.0348,19.18543
361_speech_true_Staubsauger_an_Alarm_an,Staubsauger an,23.5769,24.877
361_speech_true_Staubsauger_an_Alarm_an,Alarm an,26.4771,27.6772
362_speech_true_Heizung_aus,Heizung aus,20.0515,21.626620000000003
363_speech_false_Alarm_an,Alarm an,7.17951,8.48033
365_speech_false_Fernseher_an_Lüftung_aus,Fernseher an,8.48462,10.16152
365_speech_false_Fernseher_an_Lüftung_aus,Lüftung aus,11.1877,12.46415
366_speech_true_Heizung_an_Licht_aus,Heizung an,23.1191,24.44376
366_speech_true_Heizung_an_Licht_aus,Licht aus,25.7934,27.018089999999997
368_speech_false_Radio_an_Radio_aus,Radio an,6.79759,7.84722
368_speech_false_Radio_an_Radio_aus,Radio aus,16.3442,17.193899000000002
372_speech_true_Alarm_an,Alarm an,11.871,13.22054
383_speech_true_Fernseher_an,Fernseher an,10.5336,11.73458
385_speech_true_Licht_an,Licht an,11.4543,12.97987
386_speech_true_Lüftung_aus,Lüftung aus,13.6199,14.794459999999999
388_speech_true_Ofen_an,Ofen an,12.2448,13.269359999999999
389_speech_true_Alarm_aus,Alarm aus,11.0487,12.423540000000001
390_speech_true_Radio_an,Radio an,12.6807,14.08133
391_speech_true_Staubsauger_aus,Staubsauger aus,10.8526,11.827834000000001
394_speech_false_Licht_an,Licht an,15.1458,16.17052
395_speech_true_Fernseher_an,Fernseher an,8.40094,10.42617
396_speech_true_Heizung_aus,Heizung aus,7.55961,9.336870000000001
397_speech_false_Lüftung_aus,Lüftung aus,9.58585,11.01246
398_speech_false_Ofen_an_Heizung_aus,Ofen an,6.58293,8.33504
398_speech_false_Ofen_an_Heizung_aus,Heizung aus,10.6128,12.46503
401_speech_true_Staubsauger_an,Staubsauger an,6.95078,8.67597
403_speech_false_Fernseher_aus,Fernseher aus,7.32221,9.07154
404_speech_true_Lüftung_aus,Lüftung aus,14.2233,15.37316
405_speech_false_Lüftung_an,Lüftung an,10.5222,12.4467
410_speech_false_Radio_aus_Alarm_aus,Radio aus,10.9518,12.22699
410_speech_false_Radio_aus_Alarm_aus,Alarm aus,17.5779,19.22819
411_speech_true_Licht_an_Staubsauger_an,Licht an,6.95115,7.801291
411_speech_true_Licht_an_Staubsauger_an,Staubsauger an,14.5774,15.577570000000001
413_speech_false_Fernseher_aus,Fernseher aus,12.2326,13.50839
416_speech_true_Staubsauger_an_Alarm_aus,Staubsauger an,13.7069,15.0826
416_speech_true_Staubsauger_an_Alarm_aus,Alarm aus,20.0101,20.910555000000002
418_speech_true_Alarm_aus_Lüftung_an,Alarm aus,11.48,12.83052
418_speech_true_Alarm_aus_Lüftung_an,Lüftung an,22.3847,23.7853
419_speech_false_Radio_an_Heizung_aus,Radio an,19.4687,20.318423999999997
419_speech_false_Radio_an_Heizung_aus,Heizung aus,23.3174,24.36706
420_speech_true_Staubsauger_aus_Licht_an,Staubsauger aus,14.5496,15.84957
420_speech_true_Staubsauger_aus_Licht_an,Licht an,25.6244,26.44938
421_speech_true_Fernseher_aus_Ofen_an,Fernseher aus,8.57969,9.90541
421_speech_true_Fernseher_aus_Ofen_an,Ofen an,18.5852,19.435665
422_speech_false_Licht_aus_Heizung_an,Licht aus,2.50297,3.55422
422_speech_false_Licht_aus_Heizung_an,Heizung an,9.36112,10.28722
425_speech_false_Staubsauger_aus_Ofen_an,Staubsauger aus,2.20222,3.82886
425_speech_false_Staubsauger_aus_Ofen_an,Ofen an,6.33139,8.00808
427_speech_true_Alarm_aus,Alarm aus,7.68465,8.660876
428_speech_true_Fernseher_an,Fernseher an,13.1314,14.28204
429_speech_true_Heizung_an,Heizung an,13.4346,15.13581
430_speech_true_Lüftung_an,Lüftung an,11.0016,12.20178
431_speech_false_Staubsauger_aus,Staubsauger aus,6.37967,8.00586
433_speech_false_Fernseher_an,Fernseher an,20.1485,21.673379999999998
434_speech_true_Heizung_an,Heizung an,11.1503,12.175329999999999
435_speech_false_Licht_aus,Licht aus,11.8787,13.12909
438_speech_false_Ofen_aus,Ofen aus,10.6106,11.261251999999999
441_speech_true_Staubsauger_an,Staubsauger an,11.9554,13.68118
445_speech_true_Ofen_aus,Ofen aus,8.87146,10.045990000000002
447_speech_true_Alarm_an_Licht_aus,Alarm an,8.79736,10.19694
447_speech_true_Alarm_an_Licht_aus,Licht aus,12.4213,13.695920000000001
460_speech_false_Lüftung_an_Alarm_aus,Lüftung an,4.79837,6.62275
460_speech_false_Lüftung_an_Alarm_aus,Alarm aus,9.29684,11.29616
461_speech_true_Heizung_an_Staubsauger_aus,Heizung an,9.97366,11.298480000000001
461_speech_true_Heizung_an_Staubsauger_aus,Staubsauger aus,15.2979,16.72271
463_speech_false_Licht_an_Heizung_aus,Licht an,3.72543,5.45063
463_speech_false_Licht_an_Heizung_aus,Heizung aus,11.0263,12.95152
466_speech_false_Licht_aus_Ofen_an,Licht aus,7.4292,9.10515
466_speech_false_Licht_aus_Ofen_an,Ofen an,9.30526,10.80611
467_speech_false_Heizung_aus_Licht_an,Heizung aus,7.29955,8.84946
467_speech_false_Heizung_aus_Licht_an,Licht an,9.52442,11.124319999999999
473_speech_false_Fernseher_an,Fernseher an,12.9848,14.71115
475_speech_false_Lüftung_aus_Heizung_an,Lüftung aus,9.925,11.55
475_speech_false_Lüftung_aus_Heizung_an,Heizung an,13.775,14.925
476_speech_true_Fernseher_aus_Licht_aus,Fernseher aus,13.4299,14.78039
476_speech_true_Fernseher_aus_Licht_aus,Licht aus,16.431,17.43137
478_speech_true_Radio_an,Radio an,9.20049,10.72556
479_speech_true_Licht_an,Licht an,10.2856,11.36171
481_speech_true_Staubsauger_an,Staubsauger an,9.32214,10.871659999999999
482_speech_true_Fernseher_an,Fernseher an,5.32275,6.89709
483_speech_true_Licht_aus,Licht aus,4.52899,5.98027
485_speech_true_Ofen_aus,Ofen aus,9.80073,10.975819999999999
486_speech_true_Alarm_aus,Alarm aus,5.12307,6.39759
488_speech_true_Alarm_aus,Alarm aus,9.37358,11.14831
489_speech_true_Fernseher_an,Fernseher an,10.7304,11.680875
491_speech_false_Licht_an_Licht_aus,Licht an,6.62615,7.401284
491_speech_false_Licht_an_Licht_aus,Licht aus,15.6527,16.552856
494_speech_true_Ofen_aus,Ofen aus,11.235,12.41104
496_speech_true_Staubsauger_an_Staubsauger_aus,Staubsauger an,7.65754,8.95882
496_speech_true_Staubsauger_an_Staubsauger_aus,Staubsauger aus,12.8126,13.98876
498_speech_true_Heizung_aus_Lüftung_an,Heizung aus,4.22461,5.62448
498_speech_true_Heizung_aus_Lüftung_an,Lüftung an,8.87418,9.999080000000001
499_speech_false_Licht_an,Licht an,12.9609,13.736552
500_speech_true_Fernseher_an_Licht_aus,Fernseher an,3.42752,4.80353
500_speech_true_Fernseher_an_Licht_aus,Licht aus,13.4849,14.78584
502_speech_false_Licht_aus,Licht aus,21.3744,22.39937
503_speech_true_Alarm_aus_Licht_an,Alarm aus,3.95072,5.57602
503_speech_true_Alarm_aus_Licht_an,Licht an,15.7029,16.678078
513_speech_false_Staubsauger_aus,Staubsauger aus,10.521,12.570229999999999
515_speech_false_Alarm_aus_Radio_aus,Alarm aus,9.43092,10.98189
515_speech_false_Alarm_aus_Radio_aus,Radio aus,11.9075,13.183300000000001
516_speech_true_Staubsauger_an_Radio_an,Staubsauger an,9.80371,11.27927
516_speech_true_Staubsauger_an_Radio_an,Radio an,12.1296,13.33005
518_speech_true_Heizung_aus,Heizung aus,9.475,10.5
519_speech_true_Fernseher_an,Fernseher an,9.47346,10.773249999999999
520_speech_false_Lüftung_aus,Lüftung aus,7.44798,9.122530000000001
521_speech_false_Licht_an,Licht an,8.27823,9.37866
533_speech_true_Ofen_an_Radio_an,Ofen an,11.4826,12.408209
533_speech_true_Ofen_an_Radio_an,Radio an,12.4582,13.48388
538_speech_false_Fernseher_an,Fernseher an,7.08164,8.558019999999999
539_speech_true_Heizung_an,Heizung an,6.55432,8.05531
542_speech_false_Lüftung_an_Heizung_aus,Lüftung an,6.95111,8.20131
542_speech_false_Lüftung_an_Heizung_aus,Heizung aus,9.12645,10.20162
543_speech_false_Fernseher_an,Fernseher an,13.674,14.84891
544_speech_false_Heizung_aus,Heizung aus,20.4,21.275
570_speech_true_Lüftung_an_Heizung_aus,Lüftung an,13.0325,14.78351
570_speech_true_Lüftung_an_Heizung_aus,Heizung aus,14.9836,16.809649999999998
571_speech_false_Fernseher_aus,Fernseher aus,13.3723,14.747029999999999
572_speech_true_Heizung_an_Licht_an,Heizung an,25.7956,27.14528
572_speech_true_Heizung_an_Licht_an,Licht an,27.8702,29.319960000000002
573_speech_true_Alarm_aus,Alarm aus,14.653,15.878250000000001
575_speech_true_Ofen_an,Ofen an,12.1581,13.884239999999998
576_speech_true_Radio_an,Radio an,6.75076,8.17592
577_speech_true_Staubsauger_aus,Staubsauger aus,13.7295,15.8552
583_speech_false_Ofen_aus,Ofen aus,6.50341,7.428895
586_speech_true_Radio_aus_Licht_an,Radio aus,4.74893,6.12362
586_speech_true_Radio_aus_Licht_an,Licht an,7.14839,8.97298
590_speech_false_Fernseher_an_Heizung_aus,Fernseher an,11.5017,12.326825
590_speech_false_Fernseher_an_Heizung_aus,Heizung aus,13.8771,14.602210000000001
591_speech_true_Licht_an_Lüftung_aus,Licht an,10.4233,11.6981
591_speech_true_Licht_an_Lüftung_aus,Lüftung aus,16.4474,17.522229999999997
592_speech_true_Fernseher_an,Fernseher an,14.4246,15.64957
593_speech_false_Radio_aus,Radio aus,21.132,22.48245
594_speech_false_Licht_an_Lüftung_an,Licht an,20.5583,21.73378
594_speech_false_Licht_an_Lüftung_an,Lüftung an,22.134,23.45954
595_speech_false_Fernseher_aus,Fernseher aus,25.6188,26.8685
598_speech_true_Alarm_an_Heizung_aus,Alarm an,4.07674,5.127199999999999
598_speech_true_Alarm_an_Heizung_aus,Heizung aus,6.22767,7.478199999999999
599_speech_true_Ofen_an,Ofen an,10.4239,12.34869
600_speech_false_Heizung_an,Heizung an,9.30488,11.130840000000001
601_speech_false_Lüftung_aus_Heizung_an,Lüftung aus,5.89734,7.17176
601_speech_false_Lüftung_aus_Heizung_an,Heizung an,7.99639,9.19585
603_speech_false_Heizung_aus,Heizung aus,19.4949,20.6446
606_speech_false_Lüftung_an,Lüftung an,22.7844,23.334627
625_speech_false_Fernseher_an,Fernseher an,12.6201,13.444782
627_speech_false_Lüftung_aus,Lüftung aus,13.3831,14.40872
634_speech_true_Heizung_aus,Heizung aus,16.3307,17.681240000000003
635_speech_true_Licht_an,Licht an,32.9324,34.032650000000004
636_speech_true_Licht_an_Lüftung_aus,Licht an,23.6156,24.690170000000002
636_speech_true_Licht_an_Lüftung_aus,Lüftung aus,31.8373,33.3367
638_speech_true_Heizung_an,Heizung an,32.8865,33.686172
644_speech_false_Licht_aus,Licht aus,11.9229,13.472620000000001
648_speech_true_Heizung_an_Licht_aus,Heizung an,8.70362,10.15422
648_speech_true_Heizung_an_Licht_aus,Licht aus,13.7057,14.781175000000001
650_speech_true_Staubsauger_an_Ofen_an,Staubsauger an,4.65144,6.75209
650_speech_true_Staubsauger_an_Ofen_an,Ofen an,9.95308,11.3035
651_speech_false_Fernseher_an_Radio_aus,Fernseher an,8.19941,9.7743
651_speech_false_Fernseher_an_Radio_aus,Radio aus,12.1491,13.499
673_speech_true_Licht_aus_Fernseher_an,Licht aus,8.60206,9.65231
673_speech_true_Licht_aus_Fernseher_an,Fernseher an,11.1027,12.077933
675_speech_false_Alarm_an_Lüftung_aus,Alarm an,7.65202,8.82733
675_speech_false_Alarm_an_Lüftung_aus,Lüftung aus,10.8028,12.72831
676_speech_true_Heizung_aus,Heizung aus,11.3952,12.8446
677_speech_true_Staubsauger_an,Staubsauger an,5.90321,8.12942
