filename,command,timestamp
182_speech_false_Heizung_an_Licht_aus,Staubsauger an,11.75
182_speech_false_Heizung_an_Licht_aus,Licht aus,16.6
183_speech_false_Fernseher_aus_Lüftung_aus,Lüftung an,8.15
183_speech_false_Fernseher_aus_Lüftung_aus,Fernseher aus,10.65
183_speech_false_Fernseher_aus_Lüftung_aus,Lüftung aus,17.3
184_speech_true_Licht_an_Licht_aus,Licht an,8.95
184_speech_true_Licht_an_Licht_aus,Licht aus,17.75
185_speech_true_Ofen_aus_Alarm_an_Ofen_aus,Staubsauger aus,5.5
185_speech_true_Ofen_aus_Alarm_an_Ofen_aus,Ofen aus,7.25
185_speech_true_Ofen_aus_Alarm_an_Ofen_aus,Lüftung aus,15.0
186_speech_false_Radio_an,Radio an,13.2
194_speech_false_Staubsauger_an,Staubsauger an,16.25
195_speech_true_Alarm_aus,Staubsauger aus,7.85
195_speech_true_Alarm_aus,Alarm aus,13.8
197_speech_false_Ofen_an_Fernseher_aus,Ofen an,20.8
199_speech_true_Radio_aus,Staubsauger aus,15.0
199_speech_true_Radio_aus,Staubsauger an,15.0
200_speech_false_Licht_aus_Alarm_an,Alarm an,8.25
201_speech_false_Radio_an,Radio an,5.8
202_speech_true_Ofen_aus_Staubsauger_an,Staubsauger an,7.5
204_speech_false_Lüftung_an,Lüftung an,3.85
206_speech_true_Licht_an_Heizung_an,Staubsauger an,7.9
216_speech_true_Fernseher_an_Licht_aus,Staubsauger aus,11.25
218_speech_false_Fernseher_an,Fernseher an,8.6
220_speech_false_Heizung_aus_Licht_aus,Radio aus,10.65
220_speech_false_Heizung_aus_Licht_aus,Licht aus,13.4
221_speech_true_Heizung_aus_Lüftung_an,Radio aus,7.2
221_speech_true_Heizung_aus_Lüftung_an,Radio an,7.2
221_speech_true_Heizung_aus_Lüftung_an,Lüftung an,7.95
222_speech_true_Fernseher_aus,Fernseher aus,10.7
223_speech_false_Ofen_an,Ofen an,5.6
226_speech_true_Alarm_an_Radio_aus,Alarm an,7.75
226_speech_true_Alarm_an_Radio_aus,Radio aus,10.4
230_speech_false_Licht_aus_Heizung_aus,Licht aus,12.65
230_speech_false_Licht_aus_Heizung_aus,Heizung aus,15.95
231_speech_true_Fernseher_an_Lüftung_an,Fernseher an,6.9
231_speech_true_Fernseher_an_Lüftung_an,Lüftung an,15.45
232_speech_true_Heizung_aus,Heizung aus,7.7
238_speech_false_Heizung_an,Heizung an,3.2
240_speech_true_Licht_an_Radio_aus_Staubsauger_aus,Lüftung an,6.75
240_speech_true_Licht_an_Radio_aus_Staubsauger_aus,Radio aus,11.4
240_speech_true_Licht_an_Radio_aus_Staubsauger_aus,Staubsauger aus,13.85
277_speech_false_Licht_aus_Lüftung_an,Staubsauger aus,5.5
289_speech_false_Ofen_an_Alarm_aus_Radio_an_Staubsauger_aus,Staubsauger aus,9.4
293_speech_false_Fernseher_an,Fernseher an,9.8
295_speech_false_Licht_aus_Lüftung_an,Licht aus,8.6
296_speech_true_Licht_an_Heizung_aus,Licht an,9.75
296_speech_true_Licht_an_Heizung_aus,Heizung aus,15.8
297_speech_true_Fernseher_aus,Fernseher aus,4.95
298_speech_true_Alarm_aus,Alarm aus,8.05
298_speech_true_Alarm_aus,Staubsauger aus,13.4
301_speech_true_Staubsauger_aus_Radio_an,Staubsauger aus,12.6
301_speech_true_Staubsauger_aus_Radio_an,Radio an,16.7
302_speech_true_Radio_an,Radio an,15.4
303_speech_false_Ofen_aus,Ofen aus,8.95
306_speech_false_Staubsauger_an_Alarm_an,Staubsauger an,9.9
306_speech_false_Staubsauger_an_Alarm_an,Alarm an,21.1
308_speech_true_Heizung_an,Heizung an,11.45
310_speech_true_Radio_an,Alarm an,9.55
318_speech_false_Ofen_aus,Staubsauger aus,6.4
321_speech_true_Ofen_an,Alarm an,7.25
322_speech_true_Licht_aus_Alarm_an,Ofen aus,6.85
334_speech_false_Ofen_an,Ofen an,19.75
335_speech_true_Radio_aus,Radio aus,15.35
337_speech_false_Staubsauger_aus,Staubsauger aus,12.25
340_speech_false_Ofen_an_Licht_aus,Staubsauger aus,10.0
340_speech_false_Ofen_an_Licht_aus,Lüftung aus,11.7
341_speech_true_Lüftung_aus,Staubsauger aus,14.85
342_speech_false_Fernseher_aus,Fernseher aus,16.5
348_speech_false_Alarm_aus,Staubsauger aus,11.65
352_speech_false_Staubsauger_aus,Staubsauger aus,8.75
358_speech_false_Ofen_an,Ofen an,9.35
360_speech_false_Radio_aus_Licht_aus,Radio aus,15.65
360_speech_false_Radio_aus_Licht_aus,Staubsauger aus,19.05
362_speech_true_Heizung_aus,Heizung aus,20.7
363_speech_false_Alarm_an,Alarm an,7.6
365_speech_false_Fernseher_an_Lüftung_aus,Lüftung aus,11.6
366_speech_true_Heizung_an_Licht_aus,Staubsauger aus,24.05
366_speech_true_Heizung_an_Licht_aus,Alarm aus,24.65
368_speech_false_Radio_an_Radio_aus,Radio an,7.15
372_speech_true_Alarm_an,Alarm an,11.15
383_speech_true_Fernseher_an,Staubsauger an,11.05
385_speech_true_Licht_an,Staubsauger an,5.55
385_speech_true_Licht_an,Lüftung an,12.05
386_speech_true_Lüftung_aus,Licht an,7.05
386_speech_true_Lüftung_aus,Lüftung aus,13.0
388_speech_true_Ofen_an,Licht an,11.6
389_speech_true_Alarm_aus,Alarm aus,11.55
390_speech_true_Radio_an,Radio an,13.25
391_speech_true_Staubsauger_aus,Staubsauger aus,11.2
396_speech_true_Heizung_aus,Heizung aus,8.05
397_speech_false_Lüftung_aus,Lüftung aus,10.1
398_speech_false_Ofen_an_Heizung_aus,Ofen an,7.15
398_speech_false_Ofen_an_Heizung_aus,Heizung aus,11.15
401_speech_true_Staubsauger_an,Staubsauger an,7.35
403_speech_false_Fernseher_aus,Fernseher aus,7.75
404_speech_true_Lüftung_aus,Alarm an,12.35
404_speech_true_Lüftung_aus,Lüftung aus,14.55
405_speech_false_Lüftung_an,Lüftung an,11.2
410_speech_false_Radio_aus_Alarm_aus,Radio aus,11.45
410_speech_false_Radio_aus_Alarm_aus,Staubsauger aus,18.05
411_speech_true_Licht_an_Staubsauger_an,Lüftung an,7.45
418_speech_true_Alarm_aus_Lüftung_an,Staubsauger an,23.6
420_speech_true_Staubsauger_aus_Licht_an,Alarm an,18.65
420_speech_true_Staubsauger_aus_Licht_an,Lüftung an,26.1
421_speech_true_Fernseher_aus_Ofen_an,Fernseher aus,9.1
425_speech_false_Staubsauger_aus_Ofen_an,Staubsauger aus,2.6
425_speech_false_Staubsauger_aus_Ofen_an,Ofen an,6.85
427_speech_true_Alarm_aus,Alarm aus,8.4
433_speech_false_Fernseher_an,Radio an,10.2
433_speech_false_Fernseher_an,Fernseher an,20.65
435_speech_false_Licht_aus,Ofen an,6.15
435_speech_false_Licht_aus,Staubsauger aus,12.75
438_speech_false_Ofen_aus,Staubsauger aus,11.4
445_speech_true_Ofen_aus,Ofen aus,9.2
447_speech_true_Alarm_an_Licht_aus,Lüftung aus,13.15
460_speech_false_Lüftung_an_Alarm_aus,Lüftung an,5.3
460_speech_false_Lüftung_an_Alarm_aus,Alarm aus,9.75
461_speech_true_Heizung_an_Staubsauger_aus,Staubsauger an,3.25
461_speech_true_Heizung_an_Staubsauger_aus,Staubsauger aus,8.25
463_speech_false_Licht_an_Heizung_aus,Licht an,4.3
463_speech_false_Licht_an_Heizung_aus,Staubsauger aus,11.5
466_speech_false_Licht_aus_Ofen_an,Staubsauger aus,8.65
467_speech_false_Heizung_aus_Licht_an,Licht an,10.05
475_speech_false_Lüftung_aus_Heizung_an,Heizung an,14.15
476_speech_true_Fernseher_aus_Licht_aus,Fernseher aus,13.9
476_speech_true_Fernseher_aus_Licht_aus,Licht aus,16.7
478_speech_true_Radio_an,Licht an,6.4
481_speech_true_Staubsauger_an,Staubsauger an,9.75
483_speech_true_Licht_aus,Staubsauger aus,3.2
483_speech_true_Licht_aus,Alarm aus,3.25
491_speech_false_Licht_an_Licht_aus,Lüftung aus,16.05
494_speech_true_Ofen_aus,Staubsauger aus,10.7
496_speech_true_Staubsauger_an_Staubsauger_aus,Staubsauger aus,13.3
498_speech_true_Heizung_aus_Lüftung_an,Heizung aus,4.65
498_speech_true_Heizung_aus_Lüftung_an,Ofen an,9.65
498_speech_true_Heizung_aus_Lüftung_an,Alarm aus,10.05
498_speech_true_Heizung_aus_Lüftung_an,Licht aus,12.35
498_speech_true_Heizung_aus_Lüftung_an,Staubsauger aus,12.15
499_speech_false_Licht_an,Lüftung an,13.35
500_speech_true_Fernseher_an_Licht_aus,Staubsauger an,10.15
500_speech_true_Fernseher_an_Licht_aus,Lüftung aus,14.05
502_speech_false_Licht_aus,Staubsauger aus,22.15
503_speech_true_Alarm_aus_Licht_an,Alarm aus,4.4
503_speech_true_Alarm_aus_Licht_an,Lüftung an,16.2
513_speech_false_Staubsauger_aus,Staubsauger aus,10.95
515_speech_false_Alarm_aus_Radio_aus,Alarm aus,9.85
515_speech_false_Alarm_aus_Radio_aus,Radio aus,12.25
518_speech_true_Heizung_aus,Staubsauger an,3.55
518_speech_true_Heizung_aus,Ofen an,8.35
518_speech_true_Heizung_aus,Staubsauger aus,10.1
519_speech_true_Fernseher_an,Fernseher an,8.65
520_speech_false_Lüftung_aus,Staubsauger aus,8.4
521_speech_false_Licht_an,Staubsauger an,8.85
533_speech_true_Ofen_an_Radio_an,Lüftung an,17.8
539_speech_true_Heizung_an,Staubsauger an,7.2
539_speech_true_Heizung_an,Alarm an,7.9
544_speech_false_Heizung_aus,Staubsauger aus,21.25
570_speech_true_Lüftung_an_Heizung_aus,Alarm aus,14.5
571_speech_false_Fernseher_aus,Fernseher aus,13.75
572_speech_true_Heizung_an_Licht_an,Heizung an,26.2
572_speech_true_Heizung_an_Licht_an,Licht an,28.25
573_speech_true_Alarm_aus,Alarm aus,15.05
575_speech_true_Ofen_an,Ofen an,12.8
576_speech_true_Radio_an,Radio an,7.3
576_speech_true_Radio_an,Staubsauger aus,11.85
577_speech_true_Staubsauger_aus,Staubsauger aus,13.45
586_speech_true_Radio_aus_Licht_an,Radio aus,5.2
586_speech_true_Radio_aus_Licht_an,Licht an,7.6
590_speech_false_Fernseher_an_Heizung_aus,Staubsauger aus,11.9
590_speech_false_Fernseher_an_Heizung_aus,Alarm aus,12.25
591_speech_true_Licht_an_Lüftung_aus,Radio aus,15.0
591_speech_true_Licht_an_Lüftung_aus,Staubsauger aus,17.2
592_speech_true_Fernseher_an,Staubsauger an,15.5
595_speech_false_Fernseher_aus,Staubsauger aus,26.2
598_speech_true_Alarm_an_Heizung_aus,Alarm aus,5.05
599_speech_true_Ofen_an,Alarm an,1.85
599_speech_true_Ofen_an,Ofen an,6.3
600_speech_false_Heizung_an,Heizung an,9.75
601_speech_false_Lüftung_aus_Heizung_an,Staubsauger an,11.3
603_speech_false_Heizung_aus,Fernseher aus,19.95
634_speech_true_Heizung_aus,Heizung aus,16.8
635_speech_true_Licht_an,Licht an,13.7
635_speech_true_Licht_an,Lüftung an,33.4
636_speech_true_Licht_an_Lüftung_aus,Alarm an,13.65
636_speech_true_Licht_an_Lüftung_aus,Staubsauger aus,21.65
644_speech_false_Licht_aus,Alarm an,2.5
644_speech_false_Licht_aus,Staubsauger aus,13.0
648_speech_true_Heizung_an_Licht_aus,Staubsauger aus,13.4
650_speech_true_Staubsauger_an_Ofen_an,Staubsauger aus,3.1
650_speech_true_Staubsauger_an_Ofen_an,Staubsauger an,5.45
650_speech_true_Staubsauger_an_Ofen_an,Ofen an,10.35
651_speech_false_Fernseher_an_Radio_aus,Fernseher an,8.65
675_speech_false_Alarm_an_Lüftung_aus,Lüftung aus,11.3
676_speech_true_Heizung_aus,Staubsauger aus,12.2
677_speech_true_Staubsauger_an,Staubsauger aus,4.7
677_speech_true_Staubsauger_an,Staubsauger an,5.5
679_speech_true_Radio_aus,Radio aus,17.35
705_speech_false_Lüftung_aus,Lüftung aus,12.75
706_speech_true_Heizung_an,Heizung an,7.9
707_speech_false_Licht_aus,Lüftung aus,12.6
708_speech_false_Heizung_an,Staubsauger an,7.45
710_speech_false_Heizung_aus_Licht_aus,Heizung aus,6.3
710_speech_false_Heizung_aus_Licht_aus,Licht aus,8.7
711_speech_true_Heizung_an_Licht_aus,Heizung an,6.85
711_speech_true_Heizung_an_Licht_aus,Heizung aus,6.85
711_speech_true_Heizung_an_Licht_aus,Staubsauger aus,7.15
713_speech_false_Ofen_an,Ofen an,6.05
715_speech_false_Alarm_an_Radio_aus,Alarm an,5.8
715_speech_false_Alarm_an_Radio_aus,Radio aus,7.75
717_speech_true_Lüftung_aus,Lüftung aus,5.6
723_speech_true_Ofen_aus,Ofen aus,9.35
725_speech_false_Alarm_aus,Alarm aus,4.7
729_speech_false_Ofen_an,Ofen an,7.85
731_speech_false_Radio_aus,Radio aus,13.15
732_speech_true_Alarm_an,Alarm an,10.05
736_speech_false_Licht_aus,Licht aus,13.45
737_speech_true_Fernseher_an,Fernseher an,9.15
739_speech_false_Radio_aus_Licht_aus,Radio aus,11.8
739_speech_false_Radio_aus_Licht_aus,Licht aus,18.6
741_speech_false_Staubsauger_aus,Staubsauger aus,14.45
743_speech_false_Ofen_an_Lüftung_an,Ofen an,8.95
743_speech_false_Ofen_an_Lüftung_an,Lüftung an,11.35
745_speech_false_Alarm_an_Radio_an,Lüftung an,9.05
747_speech_false_Licht_aus_Heizung_an,Lüftung an,11.0
751_speech_false_Ofen_aus,Staubsauger an,7.3
751_speech_false_Ofen_aus,Staubsauger aus,7.3
754_speech_false_Licht_aus,Lüftung aus,12.5
755_speech_true_Alarm_an,Alarm an,13.7
755_speech_true_Alarm_an,Alarm aus,13.7
758_speech_true_Staubsauger_an,Staubsauger an,13.35
761_speech_true_Fernseher_an_Licht_aus,Staubsauger aus,16.05
766_speech_true_Licht_an,Staubsauger an,20.4
812_speech_true_Fernseher_an,Staubsauger an,8.45
812_speech_true_Fernseher_an,Fernseher an,17.05
813_speech_true_Licht_aus,Licht aus,20.0
814_speech_true_Lüftung_an,Heizung an,7.9
814_speech_true_Lüftung_an,Lüftung an,20.1
815_speech_false_Licht_aus,Licht aus,5.8
817_speech_false_Fernseher_an_Heizung_aus,Fernseher an,3.75
817_speech_false_Fernseher_an_Heizung_aus,Heizung aus,7.7
818_speech_true_Lüftung_an,Lüftung an,12.45
819_speech_true_Licht_aus_Heizung_an,Licht aus,7.85
819_speech_true_Licht_aus_Heizung_an,Heizung an,12.95
827_speech_true_Ofen_aus,Ofen aus,12.85
829_speech_true_Staubsauger_an,Staubsauger an,11.95
832_speech_false_Licht_an,Licht an,11.05
833_speech_true_Fernseher_aus,Fernseher aus,12.5
834_speech_true_Heizung_aus,Heizung aus,11.65
865_speech_false_Licht_aus_Radio_aus,Lüftung aus,7.4
865_speech_false_Licht_aus_Radio_aus,Radio aus,10.95
870_speech_true_Heizung_an,Heizung an,7.25
873_speech_true_Lüftung_aus,Lüftung aus,9.2
874_speech_false_Fernseher_aus,Fernseher aus,16.2
875_speech_false_Ofen_aus,Ofen aus,7.85
875_speech_false_Ofen_aus,Licht an,13.05
878_speech_true_Staubsauger_an_Alarm_an,Alarm aus,1.65
878_speech_true_Staubsauger_an_Alarm_an,Staubsauger an,7.35
878_speech_true_Staubsauger_an_Alarm_an,Alarm an,10.25
879_speech_false_Heizung_aus,Staubsauger aus,11.45
880_speech_true_Fernseher_aus_Lüftung_aus,Staubsauger aus,11.8
880_speech_true_Fernseher_aus_Lüftung_aus,Alarm aus,14.8
881_speech_true_Radio_an_Fernseher_aus,Staubsauger aus,13.65
907_speech_false_Lüftung_aus,Staubsauger aus,7.8
908_speech_false_Lüftung_an,Lüftung an,5.1
912_speech_false_Licht_aus,Licht aus,5.65
945_speech_false_Alarm_an,Alarm an,5.45
947_speech_false_Radio_aus_Ofen_aus,Radio aus,0.565
947_speech_false_Radio_aus_Ofen_aus,Ofen aus,10.35
949_speech_true_Lüftung_aus,Staubsauger aus,15.9
950_speech_false_Licht_an,Licht an,3.7
952_speech_false_Ofen_aus_Staubsauger_aus,Ofen aus,4.2
952_speech_false_Ofen_aus_Staubsauger_aus,Staubsauger aus,13.7
967_speech_true_Licht_an_Radio_an,Licht an,6.65
967_speech_true_Licht_an_Radio_an,Radio an,8.65
969_speech_false_Ofen_aus,Ofen aus,7.15
969_speech_false_Ofen_aus,Ofen an,7.15
970_speech_true_Fernseher_an,Fernseher an,9.55
971_speech_true_Heizung_an,Heizung an,9.65
973_speech_true_Lüftung_an,Lüftung an,10.25
974_speech_true_Alarm_aus,Alarm aus,11.0
976_speech_true_Radio_aus,Radio aus,10.3
977_speech_true_Staubsauger_aus,Staubsauger aus,8.7
980_speech_false_Ofen_aus,Ofen aus,12.55
983_speech_true_Staubsauger_aus_Heizung_aus,Staubsauger aus,14.65
984_speech_true_Alarm_an,Alarm an,12.75
985_speech_false_Fernseher_aus,Fernseher aus,8.9
987_speech_false_Heizung_an_Licht_an,Staubsauger an,9.65
989_speech_true_Lüftung_an,Alarm an,14.05
989_speech_true_Lüftung_an,Lüftung an,15.5
990_speech_false_Alarm_an,Alarm an,11.4
992_speech_true_Radio_an,Radio an,9.75
993_speech_false_Ofen_aus_Staubsauger_aus,Ofen aus,8.1
993_speech_false_Ofen_aus_Staubsauger_aus,Staubsauger aus,10.45
996_speech_false_Heizung_an_Licht_aus,Staubsauger an,7.15
996_speech_false_Heizung_an_Licht_aus,Licht aus,9.75
997_speech_false_Ofen_aus,Ofen aus,5.6
998_speech_false_Radio_aus_Alarm_an,Radio aus,8.6
998_speech_false_Radio_aus_Alarm_an,Staubsauger an,9.45
1010_speech_true_Radio_an,Staubsauger an,12.25
1011_speech_true_Fernseher_an,Lüftung an,9.7
1011_speech_true_Fernseher_an,Alarm an,15.25
1012_speech_true_Heizung_aus,Heizung aus,11.75
1013_speech_true_Alarm_an,Lüftung an,2.2
1013_speech_true_Alarm_an,Alarm an,6.05
1013_speech_true_Alarm_an,Staubsauger an,9.25
1014_speech_true_Licht_aus,Staubsauger an,7.2
1014_speech_true_Licht_aus,Lüftung aus,11.1
1015_speech_false_Lüftung_aus,Lüftung aus,11.9
1016_speech_true_Ofen_an,Staubsauger an,11.05
1017_speech_false_Staubsauger_aus,Staubsauger aus,10.35
1036_speech_false_Licht_aus,Licht aus,22.6
1039_speech_false_Heizung_an,Staubsauger an,14.7
1042_speech_false_Radio_an_Staubsauger_aus,Staubsauger aus,17.0
1044_speech_false_Lüftung_aus_Heizung_an,Lüftung aus,11.65
1044_speech_false_Lüftung_aus_Heizung_an,Staubsauger an,15.4
1057_speech_false_Fernseher_an_Licht_aus,Fernseher an,8.75
1057_speech_false_Fernseher_an_Licht_aus,Licht aus,11.8
1058_speech_true_Licht_an_Licht_aus,Licht an,11.2
1058_speech_true_Licht_an_Licht_aus,Lüftung aus,21.1
1059_speech_false_Lüftung_aus,Lüftung aus,15.9
1060_speech_false_Alarm_aus_Licht_an,Licht an,9.25
1062_speech_true_Ofen_aus_Alarm_an,Ofen aus,6.75
1062_speech_true_Ofen_aus_Alarm_an,Alarm an,11.45
1063_speech_true_Staubsauger_aus,Staubsauger aus,3.75
1063_speech_true_Staubsauger_aus,Licht aus,11.35
1064_speech_true_Radio_an,Radio an,12.95
1070_speech_true_Licht_an_Licht_aus_Licht_an_Licht_aus,Lüftung aus,2.6
1070_speech_true_Licht_an_Licht_aus_Licht_an_Licht_aus,Lüftung an,2.6
1070_speech_true_Licht_an_Licht_aus_Licht_an_Licht_aus,Alarm aus,5.0
1071_speech_true_Ofen_aus_Radio_aus_Lüftung_an,Ofen aus,5.1
1071_speech_true_Ofen_aus_Radio_aus_Lüftung_an,Radio aus,6.6
1071_speech_true_Ofen_aus_Radio_aus_Lüftung_an,Lüftung an,10.5
1072_speech_false_Heizung_an,Licht an,6.65
1072_speech_false_Heizung_an,Heizung an,11.8
1075_speech_false_Fernseher_an,Fernseher an,6.8
1077_speech_true_Staubsauger_aus_Alarm_aus,Staubsauger aus,9.1
1078_speech_true_Ofen_an_Heizung_an,Staubsauger an,12.6
1080_speech_true_Lüftung_an,Lüftung an,7.1
1080_speech_true_Lüftung_an,Staubsauger aus,9.5
1081_speech_true_Licht_an,Licht an,13.5
1084_speech_true_Radio_aus,Radio aus,11.5
1086_speech_false_Licht_aus_Alarm_an,Licht aus,17.65
1087_speech_false_Radio_aus_Alarm_an,Radio aus,3.4
1087_speech_false_Radio_aus_Alarm_an,Alarm an,20.45
1097_speech_false_Radio_aus_Licht_aus,Radio aus,2.55
1097_speech_false_Radio_aus_Licht_aus,Lüftung aus,5.5
1099_speech_true_Ofen_aus,Ofen aus,10.3
1101_speech_false_Heizung_an,Alarm an,8.15
1102_speech_false_Licht_aus,Staubsauger aus,12.1
1115_speech_true_Fernseher_an,Radio aus,3.5
1115_speech_true_Fernseher_an,Fernseher an,4.75
1115_speech_true_Fernseher_an,Alarm aus,11.0
1117_speech_false_Heizung_aus,Staubsauger aus,11.35
1119_speech_false_Lüftung_aus,Lüftung aus,10.05
1120_speech_true_Ofen_an,Ofen an,5.45
1122_speech_false_Alarm_aus,Alarm aus,11.35
1124_speech_false_Radio_aus_Staubsauger_aus,Staubsauger aus,8.2
1124_speech_false_Radio_aus_Staubsauger_aus,Staubsauger an,8.85
1127_speech_false_Licht_aus_Radio_an,Alarm an,3.95
1127_speech_false_Licht_aus_Radio_an,Staubsauger aus,10.65
1127_speech_false_Licht_aus_Radio_an,Staubsauger an,10.65
1129_speech_true_Fernseher_aus,Fernseher aus,9.45
1131_speech_true_Radio_aus_Lüftung_aus,Ofen an,8.8
1131_speech_true_Radio_aus_Lüftung_aus,Lüftung aus,12.8
1132_speech_false_Alarm_an,Alarm an,18.95
1135_speech_true_Ofen_an_Alarm_aus,Ofen aus,2.25
1136_speech_false_Radio_aus_Staubsauger_an,Radio aus,3.9
